ride_review,ride_rating,sentiment
Earlier year I attempted apply driver due poor knowledge lack direct communication provided Uber I unable complete hiring process This company readily available personnel assist require immediate assistance They simply direct text attend upcoming Uber meeting city questions They also collect maintain personal driving records personal identifiable information documents individuals unable meet requirements Such information purged systems kept file,2.0,0
I wonder thoroughly company background check prospective drivers really My concern comes reports news drivers mental otherwise criminal behavior,3.0,1
We used Uber first time attend wedding reception Portland loved The ease using awesome The people picked us professional clean friendly,5.0,1
I pleased Uber They may project charges one credit cards tried refuse remove probably removed later credit card company Also one drivers ran wife broke back three places,3.0,1
We started using Uber past year Las Vegas Nevada A hotel staff member helped us download app use The drivers dependable prompt courteous The cars much cleaner cabs rates much lower I sorry hear scandals recently besieged company hoping CEO decision take leave absence help company reform improve name Unfortunately Uber allowed operate area otherwise husband I use often,5.0,1
I booked Uber XL hotel San Francisco International Airport pickup The quoted fare Our hotel offered take us per person opted take Uber personal service efficiency We excellent driver vehicle arrived airport I discovered Uber charged The worst part Uber make easy book trip make difficult contact regarding surge pricing effect given estimate new price rather surprising price twice originally quoted They lost customer second bad experience The last one Philadelphia two drivers cancel left us hanging airport third driver show construction pickup truck full tools construction material We maintained Rating issues drivers regarding Uber rating Uber customer service completely rely solely website answer questions In day age completely unacceptable,1.0,0
Uber drivers I dealt always professional safe drivers pleasure deal Their cars always clean mostly newer models For part drivers get short period time However occasionally might get driver suddenly realizes want take call suddenly see map going different direction That frustrating waiting pick luckily rarely happened Overall Uber good,5.0,1
Uber arrived pick within minutes called Clean comfortable vehicles good music Courteous drivers safe driving habits During rush hour area I familiar driver willing divert GPS directions go way I told avoid traffic But one driver little less accommodating dropped luggage carry across street destination,4.0,1
Uber convenient always time within five minutes stated time always knew far away I recommend service anyone needs lift,5.0,1
We left STRANDED rural Framingham MA dark way hotel My colleague disabled must use cane The evening memorable many reasons I sorry say probably remain memorable actions The problem started driver showed hotel Hotel Sheraton Framingham early Saturday evening September We dinner reservations evening historic inn us eagerly looking forward booked ride arrive minutes PM When car arrived early texted porte cochere SIR emphasis added ride I carefully responded noted early We ready I went outside spoke directly asked like wait invalided friend simply leave He preferred latter Fine I requested Uber ride I watched smartphone TWO next Uber cars came view Uber driver shows get The car drives yards receives text Uber saying ride CANCELLED Okay something must I admittedly know enough computers dangerous So I go back cellphone another ride It point I received error message point credit card American Express declined What I called American Express told UBER declined payment Uber declined payment WHY That question yet fully dinner I requested ride back Sheraton Framingham I get error message PAYMENT HAS BEEN DECLINED We sitting dark rural Framingham Massachusetts colleague cane wondering world going make back Hotel Sheraton We looking forward genealogy conference going historic inn I terribly sorry say experience marred treatment Uber I shall uninstall app NEVER use Uber,1.0,0
Arrived LAX hours ahead schedule due change plans pickup available My daughter suggested try Uber comparing fare going home A black shiny Suburban picked us less minutes The van interior clean driver He pleasant talk drove us home safely It pleasant experience dirty taxis smelly cab drivers,5.0,1
Using UBER pleasant surprise I love fact available short notice The prices much affordable taxi cabs I using prior UBER fare payment via credit card great They offer deliver good service I felt safe everything already system need pull anything I also tried UBER driver several months It fun I one incident caused concern calling UBER confirming ride Between pm close price surge time I switched several different driver confirmations caused wait night I finally called cab,4.0,1
I live small town times one available pick Uber great large metropolitan areas Drivers polite punctual I noticed ride state different amount however I dropped price increased There customer service number I understand even drivers main number contact Uber Corporate That serious issue Every company human speak concerns,4.0,1
I used Uber times Once driver got lost causing miss bus costing extra fare The times ok I believe way overpriced Sorry fan,3.0,1
I used Uber couple medical appointments The drivers prompt friendly I happier The cars spotless I lots floor space The rides smooth cars nice important back issues I highly recommend Uber anyone everyone,5.0,1
The service convenient phone call came location The drivers always time courteous helpful Their fee usually less commercial cab fares vehicles clean efficient,4.0,1
It really great thing They incentives discount rides build lots rides give references business But safe great concept,4.0,1
I organization financially assisting seniors transportation choices use Uber via Care home health Our Friends Outreach pay app fees charge rides vetted seniors via city Irvine Certain seniors access phone connect apps also meet criteria use transportation modes support financially using service trial basis contracts So far good,4.0,1
Quick efficient service clean cars polite staff Sets standard local cab services aspire All half price,5.0,1
I sure reach Uber I unique question example airport pickups gated community pickups car seat issues I opt use instances,5.0,1
When Ann Arbor Uber driver polite helpful Chicago drivers DID come car speak unless spoke except ask Also driver especially courteous helpful This first encounter using Uber,4.0,1
I use UBER I go Pittsburgh daughter wants go shopping want walk She lives Stanton Heights store Butler St Lawrenceville I feel safe taking UBER,5.0,1
Drivers accept never show This happened times I riding Uber weeks Uber made late work say coming never show wo cancel ride end company charges card ride show cancellation fee,1.0,0
Used Uber Great experience great concept getting around without great expense Thought making extra money driver Rules personal safety Overall good business,5.0,1
I waited several drivers I unfamiliar neighborhood describe location adequately When driver finally showed hearing impaired difficulty making understood make airport time esp flight delayed He drove quite fast taking shortcuts Made little concerned safety,4.0,1
They always prompt knowledgeable courteous professional They ideal town I plan use often,5.0,1
My child girl need go school early morning I request Uber taxi cleverly went destination pick family call I I reply In front building said put wrong address put driver say nothing coming I trying call back automate machine say I call account phone number driver charge nothing well babies late school I decide request another car map said minutes Well I thought maybe car make The driver cancel literately front building right way business treat customer And late one school college Good job UBER,1.0,0
Uber much better urban areas car A local knows route burn less gas need park gives us explanation town joy,5.0,1
I used Uber many times I good experiences time I like convenience automatic payment drivers great well,4.0,1
Driver prompt friendly Found drivers rate passengers alert drivers potentially aggressive riders passengers rate drivers becomes company knowledge,5.0,1
I used Uber stay Las Vegas Nevada good experience I taken directly destination arrived right time Uber driver friendly lady I really enjoyed laughing talking trip,4.0,1
I used Uber Orlando NYC The use current technology helps obtain ground transportation fast exception rainstorm In NYC I challenges obtaining transportation,4.0,1
My first experience Uber taken Seattle Airport The vehicle really clean driver courteous safe driver professional,5.0,1
I like Uber Uber used personal driving tool type driver For one use personal source transportation help public another public transportation help satisfy need public It sound like lot conflicting areas going work progress kinda get back,2.0,0
Uber LGB airport June instead She took long way got lost freeway backtrack,4.0,1
Originally wonderful less expensive convenient alternative cabs become awkward expensive popularity grown,4.0,1
I terrible experience Uber pool I ordered first time yesterday route I taken many times UberX My phone older Uber app allow see fare requesting Uber pool ride However I taken ride many times UberX cost never I figured since Uber pool claims cheaper UberX shared ride I fine Boy I wrong I ordered pool waited estimated time see car I received phone call either Finally I noticed car half block past I standing I went car told get already cancelled I charged cancellation ordered location minute wait Time goes car Suddenly app switches car arriving set destination So driver cancelled No phone call never saw car Yet another cancellation fee About minutes later I get text driver one word waiting But I third Uber pool heading home I respond get automated response Uber After almost two hours usually minute ride two passengers I get home check receipt What usually UberX ride Uber pool ride I stunned So I email Uber I demand refund cancellation fees justify Uber pool ride double UberX ride All I get form responses rate They claim surge charges They try claim issue resolved I persist Suddenly I see additional charge credit card I ask additional charge No response Only numerous emails tell quoted rate trip Uber driver cancelled remove So justify one trip another trip ordered five minutes later route I persist offer give credit Uber pool Why I accept Uber pool credit app show price upfront I risk charged double UberX rate So finally I told I willing pay usual UberX rate expect refund charges I still keep getting standard responses I plan filing dispute credit card I absolutely outraged ridiculous pool price previous canceling incredible lack customer service part Uber I requested contact information manager numerous emails never provided information At point I taking business elsewhere I hear Lyft much better,1.0,0
I absolutely love Uber They convenient quick part safe I use Uber every day I issues traumatic As point I know I without Uber I rely go everywhere case needing go event going packed parking horrible Uber They drop close event worry paying high prices parking spot Overall I happy Uber,4.0,1
I always found Uber reliable professional nationwide They choice transportation I travel business pleasure,5.0,1
PROS Really easy use fast arrival time car CONS Background check doubtful sometimes car description accurate,4.0,1
My driver personable made feel safe It good come across patriot rather grunts groans one usually encounters car service drivers,5.0,1
The driver professional polite easy talk understand He also nicely dressed along helpful points interest might like Plus took good care vehicle kept clean Because glad try Uber needed,5.0,1
We want drive San Francisco parking hotel We used Uber times found response times fast drivers courteous careful obey laws We knew higher prices rush times surprised higher reasonable charge one time rode pm We use Uber trips unfamiliar cities,4.0,1
New driver hours online Trying contact UBER literally impossible I sent delivery message lasted approx second disappeared I went first call unable slide commence ride When I slide I virtually destination Being unable contact UBER explain anything total waste,1.0,0
Uber great service There places privilege buses even taxi ride It great citizens need get doctor appointment Uber also provided lot people jobs,5.0,1
I used Uber first time Washington DC area several months ago My son lives showed use app within minutes ride arrived safely back location Waiting public transit hour transport time The driver professional nice,5.0,1
I hear Uber friends used They say thing company ease getting service hours day price better taxi,4.0,1
I enjoy cheap cost I feel saddened negative impact taxi drivers far better qualifications drive people around So many Uber drivers know area drive safe drivers often obeying basic driving rules,4.0,1
I friend Uber account software phone requests I used Uber twice maybe three times They fairly short rides went well The drivers friendly cars driving newish clean,5.0,1
For solo travelers best cheapest safest way go The savings vs cab tremendous I used Uber Philadelphia parking garage dinner cruise outdoor festival Even midnight pick Go Uber stay safe,5.0,1
I ordered Uber today appt I doc At first I told walk two blocks meet driver convenience I waited around minutes kept tracking driver car showed After thoroughly checking entire block I found across street I quickly ran informed ride cancelled I order car I assigned another driver one five minutes away That driver canceled five minutes I ordered another one never showed I ended walking mile appt I never use Uber They absolutely reliability customer service I try Lyft future,1.0,0
