state,year,cigsale,lnincome,beer,age15to24,retprice
Maine,1993.0,108.5,9.945655,20.6,,192.6
Maine,1994.0,101.6,9.962649,20.3,,178.3
Maine,1995.0,102.3,9.969056,21.1,,184.9
Maine,1996.0,100.0,9.987245,21.3,,186.9
Maine,1997.0,101.1,9.995828999999999,21.0,,190.2
Maine,1998.0,94.5,,,,219.6
Maine,1999.0,85.5,,,,267.8
Maine,2000.0,82.9,,,,330.5
Minnesota,1970.0,104.3,,,0.17472412,39.1
Minnesota,1971.0,116.4,,,0.17673159,40.1
Minnesota,1972.0,96.8,9.765188,,0.17873906,45.2
Minnesota,1973.0,106.8,9.862045,,0.18074653,45.6
Minnesota,1974.0,110.6,9.828342,,0.182754,47.0
